user_id,variant,signed_up
11361,Control,0
63653,Treatment,0
89816,Treatment,1
44245,Control,0
25141,Control,0
44592,Control,0
55773,Treatment,1
53942,Treatment,0
43042,Control,0
92559,Treatment,0
40384,Control,1
3553,Control,0
94639,Treatment,0
54665,Treatment,0
1680,Control,0
57753,Treatment,0
88129,Treatment,0
5425,Control,0
33718,Control,0
15446,Control,1
20364,Control,0
82848,Treatment,0
47237,Control,1
31201,Control,1
47201,Control,0
81168,Treatment,0
65254,Treatment,0
4504,Control,0
8462,Control,1
48378,Control,1
83636,Treatment,0
66844,Treatment,0
55652,Treatment,1
60406,Treatment,0
71397,Treatment,0
28167,Control,0
35344,Control,0
70688,Treatment,0
46488,Control,0
92442,Treatment,0
72950,Treatment,1
81794,Treatment,0
20283,Control,0
86158,Treatment,0
37524,Control,0
65373,Treatment,1
73975,Treatment,0
42233,Control,0
92916,Treatment,0
25023,Control,0
33111,Control,0
64953,Treatment,0
89293,Treatment,1
62149,Treatment,0
52147,Treatment,0
72778,Treatment,1
62717,Treatment,0
36868,Control,0
58815,Treatment,1
67558,Treatment,1
82158,Treatment,0
47419,Control,0
94549,Treatment,0
74062,Treatment,0
7006,Control,0
54158,Treatment,0
743,Control,0
11883,Control,0
62600,Treatment,0
46919,Control,1
93491,Treatment,1
99574,Treatment,0
98901,Treatment,0
6167,Control,1
91256,Treatment,0
74855,Treatment,0
88361,Treatment,0
29773,Control,0
57856,Treatment,0
59284,Treatment,0
22035,Control,0
88978,Treatment,0
70232,Treatment,1
57382,Treatment,0
76824,Treatment,0
66188,Treatment,0
59751,Treatment,0
10444,Control,0
7809,Control,1
55524,Treatment,0
48813,Control,0
45312,Control,0
26123,Control,0
62687,Treatment,0
39072,Control,0
91827,Treatment,0
11037,Control,0
74564,Treatment,0
78865,Treatment,0
59332,Treatment,0
15452,Control,0
25604,Control,0
99745,Treatment,0
66318,Treatment,0
55423,Treatment,0
27952,Control,0
95557,Treatment,0
99856,Treatment,0
89220,Treatment,0
85372,Treatment,0
66306,Treatment,0
30423,Control,1
53456,Treatment,0
89561,Treatment,1
86025,Treatment,0
24837,Control,0
78337,Treatment,0
54142,Treatment,0
52471,Treatment,1
13658,Control,0
4311,Control,1
24017,Control,0
92346,Treatment,0
5930,Control,0
89942,Treatment,0
33601,Control,0
44359,Control,0
24725,Control,0
66906,Treatment,0
52477,Treatment,0
49559,Control,0
3602,Control,0
52508,Treatment,0
40816,Control,0
98683,Treatment,0
2909,Control,0
80713,Treatment,0
53774,Treatment,0
93576,Treatment,0
7235,Control,0
26534,Control,0
92149,Treatment,0
16174,Control,1
86274,Treatment,1
14189,Control,0
498,Control,0
43320,Control,0
95232,Treatment,1
51246,Treatment,0
99428,Treatment,0
46590,Control,1
60659,Treatment,1
33801,Control,0
39768,Control,0
57343,Treatment,0
92480,Treatment,0
73346,Treatment,1
23269,Control,0
93586,Treatment,0
7571,Control,0
1354,Control,0
21117,Control,1
32392,Control,0
56485,Treatment,0
13921,Control,0
35616,Control,0
92089,Treatment,0
86716,Treatment,0
21769,Control,0
29077,Control,0
26687,Control,0
74310,Treatment,0
80671,Treatment,0
17774,Control,0
18400,Control,0
65138,Treatment,0
17884,Control,1
52701,Treatment,1
94114,Treatment,0
57690,Treatment,0
91877,Treatment,0
14048,Control,1
190,Control,1
94214,Treatment,0
12661,Control,0
25210,Control,1
24585,Control,0
22648,Control,0
6853,Control,0
55656,Treatment,0
69206,Treatment,1
25983,Control,0
68524,Treatment,0
6757,Control,0
5124,Control,0
7046,Control,1
62089,Treatment,0
80238,Treatment,0
83345,Treatment,0
82796,Treatment,1
7157,Control,0
54521,Treatment,0
16161,Control,0
5692,Control,0
26406,Control,0
88870,Treatment,1
73334,Treatment,0
82148,Treatment,0
61083,Treatment,1
26564,Control,0
69544,Treatment,0
6891,Control,0
36141,Control,0
29516,Control,0
42359,Control,0
53155,Treatment,0
9346,Control,0
20514,Control,0
67289,Treatment,0
12229,Control,0
93435,Treatment,1
59732,Treatment,0
21836,Control,1
49200,Control,1
38088,Control,1
59998,Treatment,0
97115,Treatment,0
78603,Treatment,0
40049,Control,1
16854,Control,0
66997,Treatment,0
45883,Control,1
49511,Control,0
72800,Treatment,1
4708,Control,0
92813,Treatment,0
32291,Control,1
41356,Control,0
12728,Control,0
47622,Control,0
64927,Treatment,1
3623,Control,0
23156,Control,0
48231,Control,0
21997,Control,1
6655,Control,0
55191,Treatment,0
39742,Control,1
69886,Treatment,0
58162,Treatment,0
56203,Treatment,0
89699,Treatment,0
91505,Treatment,0
55724,Treatment,0
70406,Treatment,0
5923,Control,0
29872,Control,1
29008,Control,0
12371,Control,0
30195,Control,0
30779,Control,0
31323,Control,0
31638,Control,0
56026,Treatment,0
53925,Treatment,0
58027,Treatment,0
62523,Treatment,1
94432,Treatment,0
16071,Control,0
3297,Control,0
35540,Control,0
57748,Treatment,0
77916,Treatment,0
59550,Treatment,0
96107,Treatment,1
77476,Treatment,0
28855,Control,0
73824,Treatment,0
80015,Treatment,1
80412,Treatment,1
81364,Treatment,0
31381,Control,0
17737,Control,0
46343,Control,0
36580,Control,0
62671,Treatment,0
72741,Treatment,0
98456,Treatment,0
78148,Treatment,0
17733,Control,0
25528,Control,0
17184,Control,0
8243,Control,0
31642,Control,0
73148,Treatment,1
18802,Control,0
37480,Control,1
88341,Treatment,0
20095,Control,1
36755,Control,0
15052,Control,0
65581,Treatment,0
12546,Control,0
60639,Treatment,1
62917,Treatment,0
5248,Control,0
66283,Treatment,0
163,Control,0
90784,Treatment,0
20713,Control,0
38731,Control,1
13216,Control,0
46216,Control,0
27443,Control,0
76671,Treatment,0
82060,Treatment,0
12044,Control,0
99940,Treatment,0
95180,Treatment,0
55177,Treatment,0
86950,Treatment,0
69421,Treatment,0
50125,Treatment,1
28700,Control,1
68487,Treatment,0
12894,Control,0
55378,Treatment,0
56237,Treatment,0
94308,Treatment,0
23253,Control,0
57738,Treatment,0
80810,Treatment,0
97513,Treatment,0
79587,Treatment,0
46195,Control,0
49347,Control,0
80034,Treatment,0
91650,Treatment,0
89017,Treatment,0
53507,Treatment,0
43380,Control,0
99266,Treatment,1
1507,Control,0
50872,Treatment,0
8396,Control,0
93146,Treatment,0
27421,Control,0
90463,Treatment,0
27700,Control,0
33348,Control,0
76193,Treatment,0
73051,Treatment,1
83093,Treatment,0
32606,Control,0
33913,Control,0
97879,Treatment,0
90445,Treatment,0
22995,Control,0
60437,Treatment,0
25349,Control,1
79075,Treatment,0
31269,Control,0
23636,Control,0
116,Control,0
18001,Control,1
6405,Control,1
82534,Treatment,0
24099,Control,0
90105,Treatment,0
71306,Treatment,0
64017,Treatment,0
76851,Treatment,0
15664,Control,1
24285,Control,0
87163,Treatment,1
39587,Control,0
96644,Treatment,0
7202,Control,0
93454,Treatment,0
9919,Control,0
48089,Control,0
52371,Treatment,0
20351,Control,0
81844,Treatment,0
5276,Control,1
59505,Treatment,0
13869,Control,0
38015,Control,0
10698,Control,0
89685,Treatment,0
30545,Control,0
74032,Treatment,0
22763,Control,0
57115,Treatment,0
93267,Treatment,1
1021,Control,0
95117,Treatment,0
52958,Treatment,1
65959,Treatment,0
60736,Treatment,0
89697,Treatment,0
71327,Treatment,0
83434,Treatment,0
80796,Treatment,0
45556,Control,0
54644,Treatment,0
68919,Treatment,0
83857,Treatment,0
24483,Control,0
48144,Control,0
98407,Treatment,0
1069,Control,1
67402,Treatment,0
8425,Control,0
22829,Control,0
62918,Treatment,1
82046,Treatment,1
99693,Treatment,0
67057,Treatment,0
16525,Control,0
42264,Control,0
1753,Control,0
82272,Treatment,0
65727,Treatment,0
93854,Treatment,0
39633,Control,0
1117,Control,0
516,Control,0
24709,Control,0
54326,Treatment,0
86503,Treatment,0
56916,Treatment,0
4043,Control,0
96378,Treatment,0
27858,Control,0
51432,Treatment,0
99276,Treatment,1
7177,Control,0
74636,Treatment,1
76307,Treatment,0
5906,Control,1
8835,Control,0
87647,Treatment,0
41394,Control,1
69495,Treatment,0
77732,Treatment,0
705,Control,0
55467,Treatment,0
80881,Treatment,0
22589,Control,0
79245,Treatment,0
71409,Treatment,1
89533,Treatment,0
69163,Treatment,0
40143,Control,0
90588,Treatment,0
66434,Treatment,0
92115,Treatment,0
41241,Control,0
82686,Treatment,0
25037,Control,0
89063,Treatment,1
85396,Treatment,0
54612,Treatment,1
12951,Control,1
62398,Treatment,0
11301,Control,0
12682,Control,0
61525,Treatment,0
84529,Treatment,0
24204,Control,0
93124,Treatment,0
74893,Treatment,0
49662,Control,0
3861,Control,0
74624,Treatment,0
88966,Treatment,0
84137,Treatment,0
25880,Control,1
30440,Control,1
40687,Control,1
18514,Control,0
62944,Treatment,0
48790,Control,1
5507,Control,0
43711,Control,0
67860,Treatment,0
63775,Treatment,0
33178,Control,1
15616,Control,0
20123,Control,0
12098,Control,0
96785,Treatment,0
56161,Treatment,0
52037,Treatment,0
19484,Control,0
90607,Treatment,0
20420,Control,1
45285,Control,0
94830,Treatment,0
29287,Control,0
21146,Control,0
33512,Control,0
98939,Treatment,0
99330,Treatment,0
17256,Control,1
3474,Control,1
1962,Control,0
77494,Treatment,0
23908,Control,1
48293,Control,1
89918,Treatment,0
87848,Treatment,0
65219,Treatment,0
7592,Control,0
63237,Treatment,0
51951,Treatment,0
35617,Control,0
52478,Treatment,0
20555,Control,0
76295,Treatment,0
53513,Treatment,1
13748,Control,1
53159,Treatment,0
56618,Treatment,0
39234,Control,0
22543,Control,1
47972,Control,0
69857,Treatment,0
49872,Control,0
88962,Treatment,0
96061,Treatment,1
77326,Treatment,0
7545,Control,0
75690,Treatment,0
76730,Treatment,0
96281,Treatment,0
25864,Control,0
39070,Control,0
5448,Control,1
24215,Control,0
62433,Treatment,0
10060,Control,0
38910,Control,1
8668,Control,0
44444,Control,0
16683,Control,1
9626,Control,0
81238,Treatment,0
54566,Treatment,1
39961,Control,0
70761,Treatment,0
57782,Treatment,0
72635,Treatment,1
49110,Control,0
11192,Control,0
7548,Control,1
91510,Treatment,0
99434,Treatment,1
12095,Control,1
50895,Treatment,0
32457,Control,0
22140,Control,0
65174,Treatment,0
18590,Control,0
81565,Treatment,0
86447,Treatment,0
58323,Treatment,0
93695,Treatment,0
63724,Treatment,0
87223,Treatment,0
94200,Treatment,0
11077,Control,0
12837,Control,1
33976,Control,0
96336,Treatment,0
38533,Control,0
18588,Control,1
14418,Control,0
17521,Control,1
99580,Treatment,0
27452,Control,0
6604,Control,0
13611,Control,0
84072,Treatment,0
99346,Treatment,0
68865,Treatment,1
67658,Treatment,0
92510,Treatment,0
78483,Treatment,1
99638,Treatment,0
97877,Treatment,0
50908,Treatment,0
89637,Treatment,0
62289,Treatment,1
76088,Treatment,1
62362,Treatment,0
62773,Treatment,0
22149,Control,0
21489,Control,0
21903,Control,1
15759,Control,0
67863,Treatment,1
3043,Control,0
98676,Treatment,0
77546,Treatment,0
2002,Control,0
53696,Treatment,1
58130,Treatment,0
4420,Control,0
74217,Treatment,0
35259,Control,1
96206,Treatment,0
51692,Treatment,0
68982,Treatment,0
47335,Control,0
98896,Treatment,0
67006,Treatment,0
31030,Control,1
38063,Control,0
9492,Control,0
78517,Treatment,1
14062,Control,1
74938,Treatment,1
12937,Control,0
27074,Control,0
45743,Control,0
37224,Control,0
21614,Control,0
81464,Treatment,0
47492,Control,1
782,Control,0
52441,Treatment,0
34316,Control,0
14755,Control,0
88704,Treatment,0
76688,Treatment,0
98808,Treatment,1
55214,Treatment,0
28459,Control,1
86284,Treatment,0
34244,Control,1
84962,Treatment,0
64295,Treatment,0
73077,Treatment,1
57470,Treatment,1
22310,Control,0
89740,Treatment,0
87933,Treatment,0
49621,Control,0
64556,Treatment,1
67771,Treatment,1
73709,Treatment,0
11745,Control,1
58000,Treatment,0
50485,Treatment,0
27059,Control,0
14631,Control,1
18446,Control,0
47121,Control,0
1895,Control,0
54631,Treatment,1
67839,Treatment,0
74864,Treatment,0
31415,Control,0
49520,Control,1
61190,Treatment,0
54589,Treatment,1
82804,Treatment,0
83623,Treatment,0
12985,Control,0
37546,Control,0
54065,Treatment,0
51599,Treatment,0
6020,Control,0
31293,Control,0
92974,Treatment,0
95784,Treatment,0
139,Control,0
36644,Control,0
93908,Treatment,0
13,Control,0
96713,Treatment,0
57676,Treatment,1
9437,Control,0
76843,Treatment,1
23500,Control,0
82602,Treatment,0
25650,Control,0
13267,Control,1
89487,Treatment,0
72788,Treatment,0
2480,Control,1
36672,Control,0
41546,Control,0
33568,Control,0
31404,Control,0
9901,Control,0
59384,Treatment,0
29697,Control,0
19981,Control,1
56135,Treatment,1
89630,Treatment,0
12142,Control,1
87672,Treatment,0
67239,Treatment,0
4364,Control,0
2556,Control,0
45151,Control,0
40255,Control,0
52981,Treatment,1
37526,Control,1
39324,Control,0
35522,Control,0
83448,Treatment,0
91978,Treatment,1
80958,Treatment,0
71937,Treatment,0
47323,Control,1
46864,Control,1
99379,Treatment,1
46778,Control,0
16660,Control,0
14537,Control,0
85220,Treatment,1
67053,Treatment,0
21881,Control,0
36270,Control,0
50381,Treatment,0
5262,Control,0
41451,Control,0
96523,Treatment,0
51117,Treatment,0
51254,Treatment,0
22494,Control,0
22168,Control,0
90208,Treatment,0
43166,Control,1
12703,Control,0
89139,Treatment,0
21075,Control,0
42163,Control,0
38553,Control,0
86763,Treatment,0
54046,Treatment,1
71304,Treatment,0
17227,Control,0
78110,Treatment,0
84974,Treatment,0
97781,Treatment,0
98258,Treatment,0
38992,Control,0
11495,Control,0
69178,Treatment,1
34800,Control,0
37105,Control,1
71474,Treatment,0
32293,Control,0
51694,Treatment,0
59772,Treatment,0
31526,Control,0
68870,Treatment,0
58613,Treatment,0
36506,Control,0
84211,Treatment,0
57880,Treatment,0
12363,Control,0
43873,Control,0
54540,Treatment,0
30903,Control,1
4568,Control,0
83097,Treatment,0
30026,Control,0
61023,Treatment,0
13647,Control,0
16712,Control,0
94490,Treatment,0
57489,Treatment,0
78064,Treatment,0
9648,Control,0
94150,Treatment,0
9891,Control,0
86675,Treatment,0
61402,Treatment,0
30725,Control,0
55819,Treatment,1
61847,Treatment,1
89929,Treatment,0
48085,Control,0
6426,Control,0
57583,Treatment,0
40890,Control,0
52650,Treatment,0
12734,Control,0
36478,Control,0
12009,Control,0
3645,Control,0
42888,Control,0
30567,Control,0
42331,Control,0
45811,Control,1
28646,Control,0
53205,Treatment,0
27813,Control,0
12366,Control,1
62915,Treatment,1
18803,Control,0
39154,Control,0
4815,Control,0
66887,Treatment,1
35573,Control,0
6260,Control,0
79319,Treatment,0
89036,Treatment,0
11958,Control,0
21150,Control,0
72753,Treatment,1
639,Control,0
13999,Control,0
82693,Treatment,0
38710,Control,1
13789,Control,0
39499,Control,0
97991,Treatment,1
1061,Control,0
28684,Control,0
44125,Control,1
10977,Control,0
52636,Treatment,0
46676,Control,0
31143,Control,0
23049,Control,1
85202,Treatment,1
98279,Treatment,0
24086,Control,0
98140,Treatment,0
44297,Control,0
51750,Treatment,0
49486,Control,0
88703,Treatment,1
48455,Control,0
32127,Control,0
30878,Control,0
1915,Control,0
13398,Control,0
40784,Control,0
24738,Control,1
49304,Control,0
78931,Treatment,0
64336,Treatment,0
19254,Control,0
59411,Treatment,1
99779,Treatment,0
1570,Control,0
54074,Treatment,0
23252,Control,0
61858,Treatment,0
47884,Control,1
22066,Control,0
50638,Treatment,0
64405,Treatment,0
65748,Treatment,0
15071,Control,0
59100,Treatment,1
89249,Treatment,0
56634,Treatment,0
14306,Control,1
92003,Treatment,0
84502,Treatment,0
22891,Control,0
92714,Treatment,0
5253,Control,1
2886,Control,0
69946,Treatment,0
47575,Control,0
85612,Treatment,0
66520,Treatment,0
34817,Control,0
18642,Control,0
949,Control,0
55805,Treatment,1
56012,Treatment,0
37249,Control,1
94181,Treatment,0
62270,Treatment,0
61706,Treatment,1
83885,Treatment,0
20759,Control,1
38491,Control,1
56685,Treatment,0
24710,Control,0
68940,Treatment,0
40570,Control,0
17476,Control,0
3096,Control,1
14167,Control,0
47175,Control,0
63552,Treatment,1
63460,Treatment,0
67630,Treatment,0
23645,Control,0
60750,Treatment,0
92830,Treatment,0
11166,Control,0
67701,Treatment,0
80887,Treatment,0
82784,Treatment,0
39793,Control,1
48135,Control,0
17876,Control,0
85688,Treatment,0
88657,Treatment,0
37873,Control,0
25493,Control,0
85183,Treatment,1
179,Control,1
4286,Control,0
94353,Treatment,0
14879,Control,0
20922,Control,0
68182,Treatment,0
44985,Control,0
35826,Control,0
26138,Control,0
68575,Treatment,1
67990,Treatment,0
83924,Treatment,0
15646,Control,0
87949,Treatment,1
5166,Control,1
16387,Control,0
31184,Control,0
90561,Treatment,0
75788,Treatment,0
98091,Treatment,0
38571,Control,0
75065,Treatment,0
58914,Treatment,0
59548,Treatment,1
6833,Control,1
42245,Control,0
97369,Treatment,0
84680,Treatment,0
33477,Control,0
9748,Control,1
94055,Treatment,0
77831,Treatment,1
79953,Treatment,0
98113,Treatment,0
95607,Treatment,0
59929,Treatment,0
19098,Control,0
15129,Control,0
315,Control,0
38256,Control,0
43539,Control,0
67051,Treatment,0
95827,Treatment,0
15667,Control,0
8683,Control,0
